AÑO,TRIMESTRE,PROVEEDOR,DEPARTAMENTO,MUNICIPIO,CABECERA MUNICIPAL,CENTRO POBLADO,COBERTURA 2G,COBERTURA 3G,"COBERTURA HSPA+, HSPA+DC",COBERTUTA 4G,COBERTURA LTE,COBERTURA 5G
2021,2,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,MALAMBO,N,CARACOLÍ,S,S,S,S,N,N
2022,3,AVANTEL S.A.S,ATLÁNTICO,TUBARÁ,S,TUBARÁ,S,S,S,S,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,MANATÍ,N,EL PORVENIR (LAS COMPUERTAS),S,S,S,N,S,N
2022,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,SANTO TOMÁS,S,SANTO TOMÁS,S,S,S,S,N,N
2021,4,PARTNERS TELECOM COLOMBIA SAS,ATLÁNTICO,PONEDERA,S,PONEDERA,N,S,S,N,N,N
2022,4,PARTNERS TELECOM COLOMBIA SAS,ATLÁNTICO,USIACURÍ,S,USIACURÍ,N,S,S,S,N,N
2023,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,TUBARÁ,N,PLAYAS DE EDRIMÁN,S,S,N,S,N,N
2023,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,LURUACO,N,SOCAVÓN,S,N,N,N,N,N
2021,1,AVANTEL S.A.S,ATLÁNTICO,PUERTO COLOMBIA,S,PUERTO COLOMBIA,N,N,N,N,S,N
2021,2,PARTNERS TELECOM COLOMBIA SAS,ATLÁNTICO,SANTO TOMÁS,S,SANTO TOMÁS,N,S,S,S,N,N
2022,1,COLOMBIA MOVIL  S.A ESP,ATLÁNTICO,PONEDERA,N,MARTILLO,S,S,S,S,N,N
2023,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,LURUACO,N,LA PUNTICA,S,S,N,N,N,N
2022,1,COLOMBIA MOVIL  S.A ESP,ATLÁNTICO,SUAN,S,SUAN,S,S,S,S,N,N
2022,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,PIOJÓ,S,PIOJÓ,S,S,S,S,N,N
2022,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,TUBARÁ,S,TUBARÁ,S,S,S,N,N,N
2022,2,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,SABANALARGA,N,PATILLA,S,S,S,S,N,N
2022,3,COLOMBIA MOVIL  S.A ESP,ATLÁNTICO,PIOJÓ,S,PIOJÓ,S,S,S,S,N,N
2022,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,MALAMBO,N,CARACOLÍ,S,N,N,N,N,N
2021,3,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,PONEDERA,N,SANTA RITA,S,S,S,N,N,N
2022,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,JUAN DE ACOSTA,N,CHORRERA,S,S,S,S,N,N
2021,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,BARANOA,S,BARANOA,S,S,S,S,N,N
2021,2,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,ATLÁNTICO,GALAPA,S,GALAPA,S,S,N,S,N,N
2022,3,COLOMBIA MOVIL  S.A ESP,ATLÁNTICO,PUERTO COLOMBIA,S,PUERTO COLOMBIA,S,S,S,S,N,N
2023,2,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,MALAMBO,S,MALAMBO,S,S,S,S,N,N
2021,3,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,LURUACO,N,LOS PENDALES,S,S,S,S,N,N
2022,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,JUAN DE ACOSTA,N,URBANIZACIÓN PUNTA CANGREJO,S,N,N,N,N,N
2023,1,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,REPELÓN,N,LAS TABLAS,S,S,S,S,N,N
2022,2,COLOMBIA MOVIL  S.A ESP,ATLÁNTICO,SABANALARGA,S,SABANALARGA,S,S,S,S,N,N
2023,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,SANTO TOMÁS,S,SANTO TOMÁS,S,S,S,S,N,N
2021,2,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,MANATÍ,N,VILLA JUANA,S,S,S,S,N,N
2021,4,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,LURUACO,N,LA PUNTICA,S,S,S,S,N,N
2023,3,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,JUAN DE ACOSTA,N,SANTA VERÓNICA,S,S,S,S,N,N
2023,1,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,LURUACO,N,LOS PENDALES,S,S,S,S,N,N
2023,3,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,BARRANQUILLA,S,BARRANQUILLA,S,S,S,S,N,N
2022,4,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,BARRANQUILLA,S,BARRANQUILLA,S,S,S,S,N,N
2023,3,COLOMBIA MOVIL  S.A ESP,ATLÁNTICO,SANTA LUCÍA,S,SANTA LUCÍA,N,S,S,S,N,N
2023,3,PARTNERS TELECOM COLOMBIA SAS,ATLÁNTICO,CAMPO DE LA CRUZ,S,CAMPO DE LA CRUZ,N,S,S,S,N,N
2021,2,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,PONEDERA,N,PUERTO GIRALDO,S,S,S,S,N,N
2023,1,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,SABANALARGA,N,ISABEL LÓPEZ,S,S,S,S,N,N
2022,1,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,ATLÁNTICO,PONEDERA,N,MARTILLO,S,S,S,N,N,N
2021,2,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,REPELÓN,N,VILLA ROSA,S,S,S,S,N,N
2021,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,BARANOA,N,SIBARCO,S,S,S,N,N,N
2021,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,JUAN DE ACOSTA,S,JUAN DE ACOSTA,S,S,S,S,N,N
2022,3,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,BARANOA,S,BARANOA,S,S,S,S,N,N
2022,4,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,PIOJÓ,N,AGUAS VIVAS,S,S,S,S,N,N
2023,3,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,MANATÍ,N,EL PORVENIR (LAS COMPUERTAS),S,S,S,S,N,N
2022,1,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,ATLÁNTICO,CAMPO DE LA CRUZ,S,CAMPO DE LA CRUZ,S,S,S,S,N,N
2022,2,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,TUBARÁ,N,VILLAS DE PALMARITO,S,S,S,S,N,N
2023,1,COLOMBIA MOVIL  S.A ESP,ATLÁNTICO,PONEDERA,S,PONEDERA,N,S,S,S,N,N
2022,3,AVANTEL S.A.S,ATLÁNTICO,CAMPO DE LA CRUZ,S,CAMPO DE LA CRUZ,S,S,S,S,N,N
2021,2,COLOMBIA MOVIL  S.A ESP,ATLÁNTICO,JUAN DE ACOSTA,N,SANTA VERÓNICA,S,S,S,S,N,N
2022,1,PARTNERS TELECOM COLOMBIA SAS,ATLÁNTICO,SANTO TOMÁS,S,SANTO TOMÁS,N,S,S,S,N,N
2022,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,REPELÓN,S,REPELÓN,S,S,S,S,N,N
2021,4,COLOMBIA MOVIL  S.A ESP,ATLÁNTICO,PUERTO COLOMBIA,N,SALGAR,S,S,S,S,N,N
2023,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,TUBARÁ,N,VILLAS DE PALMARITO,S,N,N,N,N,N
2021,3,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,ATLÁNTICO,PUERTO COLOMBIA,S,PUERTO COLOMBIA,S,S,N,S,N,N
2022,2,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,PIOJÓ,N,EL CERRITO,S,S,S,N,N,N
2022,1,COLOMBIA MOVIL  S.A ESP,ATLÁNTICO,CAMPO DE LA CRUZ,S,CAMPO DE LA CRUZ,S,S,S,S,N,N
2021,4,PARTNERS TELECOM COLOMBIA SAS,ATLÁNTICO,CAMPO DE LA CRUZ,S,CAMPO DE LA CRUZ,N,S,S,S,N,N
2021,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,ATLÁNTICO,SABANAGRANDE,S,SABANAGRANDE,S,S,S,S,N,N
2021,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,ATLÁNTICO,SUAN,S,SUAN,S,S,S,S,N,N
2023,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,BARANOA,S,BARANOA,S,S,S,S,N,N
2023,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,POLONUEVO,N,PITAL DEL CARLÍN (PITALITO),S,N,N,N,N,N
2023,3,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,MALAMBO,N,LA AGUADA,S,S,S,S,N,N
2021,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,POLONUEVO,S,POLONUEVO,S,S,S,S,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,SABANAGRANDE,S,SABANAGRANDE,S,S,S,N,S,N
2022,3,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,LURUACO,N,BARRIGÓN,S,S,S,N,N,N
2023,3,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,MANATÍ,S,MANATÍ,S,S,S,S,N,N
2021,1,COLOMBIA MOVIL  S.A ESP,ATLÁNTICO,BARRANQUILLA,S,BARRANQUILLA,S,S,S,N,S,N
2022,3,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,BARANOA,N,CAMPECHE,S,S,S,S,N,N
2022,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,CAMPO DE LA CRUZ,S,CAMPO DE LA CRUZ,S,S,S,S,N,N
2023,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,LURUACO,N,BARRIGÓN,S,N,N,N,N,N
2021,3,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,ATLÁNTICO,SABANALARGA,N,AGUADA DE PABLO,N,N,N,N,N,N
2021,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,LURUACO,N,SAN JUAN DE TOCAGUA,S,N,N,N,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,MALAMBO,S,MALAMBO,S,S,S,N,S,N
2021,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,ATLÁNTICO,MANATÍ,S,MANATÍ,S,S,S,S,N,N
2023,3,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,PIOJÓ,S,PIOJÓ,S,S,S,S,N,N
2023,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,LURUACO,N,ARROYO DE PIEDRA,S,S,S,N,N,N
2021,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,MALAMBO,S,MALAMBO,S,S,S,S,N,N
2022,3,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,LURUACO,N,SAN JUAN DE TOCAGUA,S,S,S,N,N,N
2022,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,PONEDERA,N,PUERTO GIRALDO,S,S,S,S,N,N
2021,2,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,SABANALARGA,N,COLOMBIA,S,N,N,N,N,N
2021,4,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,MANATÍ,N,EL PORVENIR (LAS COMPUERTAS),S,S,S,S,N,N
2022,4,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,SABANALARGA,N,MOLINERO,S,S,S,N,N,N
2021,1,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,ATLÁNTICO,MALAMBO,S,MALAMBO,N,N,N,N,S,N
2022,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,REPELÓN,N,ARROYO NEGRO,S,N,N,N,N,N
2023,2,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,CANDELARIA,N,SAN JOSÉ DEL CARRETAL,S,S,S,N,N,N
2022,1,COLOMBIA MOVIL  S.A ESP,ATLÁNTICO,POLONUEVO,N,PITAL DEL CARLÍN (PITALITO),S,S,S,S,N,N
2023,2,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,POLONUEVO,N,PITAL DEL CARLÍN (PITALITO),S,S,S,N,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,CAMPO DE LA CRUZ,S,CAMPO DE LA CRUZ,S,S,S,N,S,N
2021,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,POLONUEVO,N,PITAL DEL CARLÍN (PITALITO),S,N,N,N,N,N
2021,4,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,JUAN DE ACOSTA,S,JUAN DE ACOSTA,S,S,S,S,N,N
2021,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,TUBARÁ,N,NUEVA ESPERANZA,S,N,N,N,N,N
2022,3,COLOMBIA MOVIL  S.A ESP,ATLÁNTICO,SABANALARGA,N,MOLINERO,S,S,S,S,N,N
2022,3,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,TUBARÁ,N,EL MORRO,S,S,S,S,N,N
2023,2,COLOMBIA MOVIL  S.A ESP,ATLÁNTICO,PONEDERA,N,MARTILLO,N,S,S,S,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,TUBARÁ,S,TUBARÁ,S,S,S,N,S,N
2021,2,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,BARANOA,N,SIBARCO,S,S,S,S,N,N
2022,1,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,REPELÓN,S,REPELÓN,S,S,S,S,N,N
2022,2,PARTNERS TELECOM COLOMBIA SAS,ATLÁNTICO,BARANOA,S,BARANOA,N,S,S,S,N,N
2021,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,SABANAGRANDE,S,SABANAGRANDE,S,S,S,S,N,N
2022,3,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,GALAPA,S,GALAPA,S,S,S,S,N,N
2021,4,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,SABANALARGA,N,MOLINERO,S,S,S,N,N,N
2022,2,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,CAMPO DE LA CRUZ,S,CAMPO DE LA CRUZ,S,S,S,S,N,N
2023,1,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,MANATÍ,N,EL PORVENIR (LAS COMPUERTAS),S,S,S,S,N,N
2021,4,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,JUAN DE ACOSTA,N,URBANIZACIÓN PUNTA CANGREJO,S,S,S,N,N,N
2021,2,AVANTEL S.A.S,ATLÁNTICO,GALAPA,S,GALAPA,S,S,S,S,N,N
2021,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,SUAN,S,SUAN,S,S,S,N,N,N
2023,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,SANTA LUCÍA,S,SANTA LUCÍA,S,S,S,N,N,N
2023,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,REPELÓN,S,REPELÓN,S,S,S,S,N,N
2023,3,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,LURUACO,N,PALMAR DE CANDELARIA,S,N,N,N,N,N
2021,4,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,LURUACO,N,PALMAR DE CANDELARIA,S,N,N,N,N,N
2021,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,LURUACO,N,BARRIGÓN,S,N,N,N,N,N
2023,2,COLOMBIA MOVIL  S.A ESP,ATLÁNTICO,BARANOA,N,PITAL,N,S,S,S,N,N
2022,2,AVANTEL S.A.S,ATLÁNTICO,SUAN,S,SUAN,S,S,S,S,N,N
2023,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,CANDELARIA,S,CANDELARIA,N,S,S,N,N,N
2022,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,SABANALARGA,S,SABANALARGA,S,S,S,S,N,N
2023,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,LURUACO,S,LURUACO,S,S,S,S,N,N
2021,2,COLOMBIA MOVIL  S.A ESP,ATLÁNTICO,SABANALARGA,N,LA PEÑA,S,S,S,N,N,N
2021,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,SANTA LUCÍA,N,ALGODONAL,S,N,N,N,N,N
2021,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,REPELÓN,S,REPELÓN,S,S,S,N,S,N
2023,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,LURUACO,N,LA PUNTICA,S,S,N,N,N,N
2022,2,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,LURUACO,N,PALMAR DE CANDELARIA,S,N,N,N,N,N
2023,3,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,SANTA LUCÍA,S,SANTA LUCÍA,S,S,S,S,N,N
2023,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,SABANALARGA,S,SABANALARGA,S,S,S,S,N,N
2022,1,COLOMBIA MOVIL  S.A ESP,ATLÁNTICO,USIACURÍ,S,USIACURÍ,S,S,S,S,N,N
2022,4,COLOMBIA MOVIL  S.A ESP,ATLÁNTICO,PALMAR DE VARELA,N,BURRUSCOS,N,N,N,S,N,N
2021,3,PARTNERS TELECOM COLOMBIA SAS,ATLÁNTICO,TUBARÁ,S,TUBARÁ,N,S,S,S,N,N
2023,1,COLOMBIA MOVIL  S.A ESP,ATLÁNTICO,SABANALARGA,N,MOLINERO,N,S,S,S,N,N
2021,4,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,PUERTO COLOMBIA,N,SALGAR,S,S,S,S,N,N
2022,1,COLOMBIA MOVIL  S.A ESP,ATLÁNTICO,SANTO TOMÁS,S,SANTO TOMÁS,S,S,S,S,N,N
2021,1,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,ATLÁNTICO,LURUACO,S,LURUACO,N,N,N,N,S,N
2021,4,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,BARANOA,N,PITAL,S,S,S,S,N,N
2022,1,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,BARANOA,N,CAMPECHE,S,S,S,S,N,N
2021,2,COLOMBIA MOVIL  S.A ESP,ATLÁNTICO,PONEDERA,N,MARTILLO,S,S,S,N,N,N
2023,3,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,LURUACO,N,BARRIGÓN,S,S,S,N,N,N
2022,4,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,REPELÓN,N,LAS TABLAS,S,S,S,S,N,N
2022,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,PIOJÓ,N,AGUAS VIVAS,S,N,N,N,N,N
2022,1,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,LURUACO,N,SAN JUAN DE TOCAGUA,S,S,S,N,N,N
2022,2,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,REPELÓN,N,PITA,S,S,S,N,N,N
2022,1,PARTNERS TELECOM COLOMBIA SAS,ATLÁNTICO,CANDELARIA,S,CANDELARIA,N,S,S,N,N,N
2021,3,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,MANATÍ,N,VILLA JUANA,S,S,S,S,N,N
2021,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,JUAN DE ACOSTA,N,URBANIZACIÓN PUNTA CANGREJO,S,N,N,N,N,N
2023,1,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,JUAN DE ACOSTA,N,URBANIZACIÓN PUNTA CANGREJO,S,S,S,N,N,N
2023,2,PARTNERS TELECOM COLOMBIA SAS,ATLÁNTICO,POLONUEVO,S,POLONUEVO,N,S,S,S,N,N
2022,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,SOLEDAD,S,SOLEDAD,S,S,S,S,N,N
2021,4,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,PALMAR DE VARELA,S,PALMAR DE VARELA,S,S,S,S,N,N
2021,2,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,MALAMBO,N,LA AGUADA,S,S,S,S,N,N
2021,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,SUAN,S,SUAN,S,S,S,N,N,N
2022,2,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,JUAN DE ACOSTA,N,BOCATOCINO,S,S,S,N,N,N
2023,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,JUAN DE ACOSTA,N,CHORRERA,S,S,S,S,N,N
2022,4,COLOMBIA MOVIL  S.A ESP,ATLÁNTICO,SABANALARGA,N,MOLINERO,N,S,S,S,N,N
2021,2,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,BARANOA,N,PITAL,S,S,S,S,N,N
2022,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,TUBARÁ,N,PLAYAS DE EDRIMÁN,S,S,N,N,N,N
2022,4,COLOMBIA MOVIL  S.A ESP,ATLÁNTICO,REPELÓN,S,REPELÓN,N,S,S,S,N,N
2022,1,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,SABANALARGA,N,COLOMBIA,S,N,N,N,N,N
2021,3,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,SABANALARGA,N,PATILLA,S,S,S,S,N,N
2023,2,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,SABANAGRANDE,S,SABANAGRANDE,S,S,S,S,N,N
2023,3,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,REPELÓN,N,ROTINET,S,S,S,S,N,N
2021,3,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,PIOJÓ,N,HIBACHARO,S,S,S,S,N,N
2022,1,PARTNERS TELECOM COLOMBIA SAS,ATLÁNTICO,BARANOA,S,BARANOA,N,S,S,S,N,N
2021,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,CANDELARIA,S,CANDELARIA,N,S,S,N,N,N
2022,2,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,MALAMBO,N,PITALITO,S,S,S,N,N,N
2021,3,COLOMBIA MOVIL  S.A ESP,ATLÁNTICO,POLONUEVO,S,POLONUEVO,S,S,S,S,N,N
2021,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,SABANALARGA,N,AGUADA DE PABLO,N,N,N,S,N,N
2022,3,COLOMBIA MOVIL  S.A ESP,ATLÁNTICO,BARANOA,N,SIBARCO,S,S,S,S,N,N
2023,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,REPELÓN,N,VILLA ROSA,S,N,N,N,N,N
2022,2,COLOMBIA MOVIL  S.A ESP,ATLÁNTICO,SUAN,S,SUAN,S,S,S,S,N,N
2022,4,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,PONEDERA,S,PONEDERA,S,S,S,S,N,N
2022,2,PARTNERS TELECOM COLOMBIA SAS,ATLÁNTICO,SOLEDAD,S,SOLEDAD,N,S,S,S,N,N
2023,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,POLONUEVO,N,PITAL DEL CARLÍN (PITALITO),S,N,N,N,N,N
2022,3,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,PONEDERA,N,MARTILLO,S,S,S,N,N,N
2022,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,PIOJÓ,S,PIOJÓ,S,S,S,S,N,N
2023,1,COLOMBIA MOVIL  S.A ESP,ATLÁNTICO,BARANOA,N,CAMPECHE,N,S,S,S,N,N
2022,3,PARTNERS TELECOM COLOMBIA SAS,ATLÁNTICO,PUERTO COLOMBIA,S,PUERTO COLOMBIA,N,S,S,S,N,N
2023,1,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,LURUACO,N,LA PUNTICA,S,S,S,S,N,N
2021,4,COLOMBIA MOVIL  S.A ESP,ATLÁNTICO,GALAPA,S,GALAPA,S,S,S,S,N,N
2023,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,LURUACO,N,ARROYO DE PIEDRA,S,S,S,N,N,N
2021,2,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,SABANALARGA,N,MIRADOR,S,S,S,S,N,N
2023,2,PARTNERS TELECOM COLOMBIA SAS,ATLÁNTICO,CAMPO DE LA CRUZ,S,CAMPO DE LA CRUZ,N,S,S,S,N,N
2022,4,PARTNERS TELECOM COLOMBIA SAS,ATLÁNTICO,PONEDERA,S,PONEDERA,N,S,S,S,N,N
2023,2,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,SABANALARGA,N,COLOMBIA,S,N,N,N,N,N
2021,3,PARTNERS TELECOM COLOMBIA SAS,ATLÁNTICO,PIOJÓ,S,PIOJÓ,N,S,S,N,N,N
2022,3,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,MALAMBO,N,CARACOLÍ,S,S,S,S,N,N
2023,1,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,JUAN DE ACOSTA,N,SAN JOSÉ DE SACO,S,S,S,S,N,N
2021,2,COLOMBIA MOVIL  S.A ESP,ATLÁNTICO,REPELÓN,N,VILLA ROSA,S,S,S,N,N,N
2021,2,COLOMBIA MOVIL  S.A ESP,ATLÁNTICO,JUAN DE ACOSTA,N,SAN JOSÉ DE SACO,N,S,S,N,N,N
2021,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,ATLÁNTICO,SABANALARGA,N,ISABEL LÓPEZ,S,S,S,N,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,SABANALARGA,S,SABANALARGA,S,S,S,N,S,N
2023,1,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,MALAMBO,N,LA AGUADA,S,S,S,S,N,N
2022,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,ATLÁNTICO,PUERTO COLOMBIA,N,SABANILLA (MONTE CARMELO),S,S,S,S,N,N
2023,1,COMUNICACION CELULAR S A COMCEL S A,ATLÁNTICO,SABANALARGA,N,MOLINERO,S,S,S,N,N,N
